entry_id,persona_id,t_index,date,rationale_source_pass,rationale_match_count,rationale_mismatch_count,selected_rationales_json,persisted_alignment_self_direction,consensus_alignment_self_direction,confidence_self_direction,consensus_agreement_self_direction,label_changed_self_direction,pass_1_alignment_self_direction,pass_2_alignment_self_direction,pass_3_alignment_self_direction,pass_4_alignment_self_direction,pass_5_alignment_self_direction,persisted_alignment_stimulation,consensus_alignment_stimulation,confidence_stimulation,consensus_agreement_stimulation,label_changed_stimulation,pass_1_alignment_stimulation,pass_2_alignment_stimulation,pass_3_alignment_stimulation,pass_4_alignment_stimulation,pass_5_alignment_stimulation,persisted_alignment_hedonism,consensus_alignment_hedonism,confidence_hedonism,consensus_agreement_hedonism,label_changed_hedonism,pass_1_alignment_hedonism,pass_2_alignment_hedonism,pass_3_alignment_hedonism,pass_4_alignment_hedonism,pass_5_alignment_hedonism,persisted_alignment_achievement,consensus_alignment_achievement,confidence_achievement,consensus_agreement_achievement,label_changed_achievement,pass_1_alignment_achievement,pass_2_alignment_achievement,pass_3_alignment_achievement,pass_4_alignment_achievement,pass_5_alignment_achievement,persisted_alignment_power,consensus_alignment_power,confidence_power,consensus_agreement_power,label_changed_power,pass_1_alignment_power,pass_2_alignment_power,pass_3_alignment_power,pass_4_alignment_power,pass_5_alignment_power,persisted_alignment_security,consensus_alignment_security,confidence_security,consensus_agreement_security,label_changed_security,pass_1_alignment_security,pass_2_alignment_security,pass_3_alignment_security,pass_4_alignment_security,pass_5_alignment_security,persisted_alignment_conformity,consensus_alignment_conformity,confidence_conformity,consensus_agreement_conformity,label_changed_conformity,pass_1_alignment_conformity,pass_2_alignment_conformity,pass_3_alignment_conformity,pass_4_alignment_conformity,pass_5_alignment_conformity,persisted_alignment_tradition,consensus_alignment_tradition,confidence_tradition,consensus_agreement_tradition,label_changed_tradition,pass_1_alignment_tradition,pass_2_alignment_tradition,pass_3_alignment_tradition,pass_4_alignment_tradition,pass_5_alignment_tradition,persisted_alignment_benevolence,consensus_alignment_benevolence,confidence_benevolence,consensus_agreement_benevolence,label_changed_benevolence,pass_1_alignment_benevolence,pass_2_alignment_benevolence,pass_3_alignment_benevolence,pass_4_alignment_benevolence,pass_5_alignment_benevolence,persisted_alignment_universalism,consensus_alignment_universalism,confidence_universalism,consensus_agreement_universalism,label_changed_universalism,pass_1_alignment_universalism,pass_2_alignment_universalism,pass_3_alignment_universalism,pass_4_alignment_universalism,pass_5_alignment_universalism,pass_1_rationales_json,pass_2_rationales_json,pass_3_rationales_json,pass_4_rationales_json,pass_5_rationales_json
08c7f073__4,08c7f073,4,2025-10-17,2,10,0,"{""security"": ""The weekly lunches are treated as something that \""simply is,\"" and the thought of them eroding feels threatening, showing a strong need for continuity and stability in family life."", ""tradition"": ""They defend \""three generations of Sunday lunches\"" and insist that their grandfather's decision \""deserve[s] to be honored even when [it stops] being convenient,\"" clearly preserving an inherited family practice."", ""benevolence"": ""Their fear centers on \""Empty chairs\"" and \""Maman cooking for two instead of twelve,\"" showing care for keeping close family members connected and supported.""}",0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,1,1,unanimous,5,false,1,1,1,1,1,0,0,unanimous,5,false,0,0,0,0,0,1,1,unanimous,5,false,1,1,1,1,1,0,1,bare_majority,3,true,0,1,1,1,0,0,0,unanimous,5,false,0,0,0,0,0,"{""security"": ""They react to changing the Sunday lunches as \""the start of something eroding\"" and fear \""empty chairs\"" and family instability if the routine weakens."", ""tradition"": ""They insist that \""three generations of Sunday lunches\"" and the grandfather's long table are decisions \""that deserve to be honored even when they stop being convenient.\""""}","{""security"": ""The weekly lunches are treated as something that \""simply is,\"" and the thought of them eroding feels threatening, showing a strong need for continuity and stability in family life."", ""tradition"": ""They defend \""three generations of Sunday lunches\"" and insist that their grandfather's decision \""deserve[s] to be honored even when [it stops] being convenient,\"" clearly preserving an inherited family practice."", ""benevolence"": ""Their fear centers on \""Empty chairs\"" and \""Maman cooking for two instead of twelve,\"" showing care for keeping close family members connected and supported.""}","{""security"": ""The fear of \""the start of something eroding\"" and the image of \""empty chairs\"" show a strong effort to protect a stable family rhythm from change."", ""tradition"": ""They defend \""three generations of Sunday lunches\"" and insist that decisions like the grandfather building the table \""deserve to be honored even when they stop being convenient.\"""", ""benevolence"": ""The ritual matters because it keeps \""everyone\"" together, and the response imagines loss in relational terms like \""Maman cooking for two instead of twelve,\"" showing care for close family bonds.""}","{""security"": ""The idea of changing the weekly meal feels like \""the start of something eroding,\"" and the image of \""empty chairs\"" shows a strong need for continuity and family stability."", ""tradition"": ""They defend \""three generations of Sunday lunches in that kitchen\"" and insist such decisions \""deserve to be honored even when they stop being convenient,\"" directly upholding inherited family practice."", ""benevolence"": ""Their distress centers on keeping loved ones gathered around the table and preventing \""Maman cooking for two instead of twelve,\"" showing care for the closeness and wellbeing of family.""}","{""security"": ""She is distressed by the idea of Sunday lunches shifting because it feels like \""the start of something eroding,\"" and her image of \""empty chairs\"" shows a strong need for continuity and family stability."", ""tradition"": ""She explicitly wants to preserve \""three generations of Sunday lunches\"" and insists that her grandfather's decision \""deserve[s] to be honored even when [it stops] being convenient.\""""}"
08c7f073__5,08c7f073,5,2025-10-20,2,10,0,"{""stimulation"": ""When urged to try a tablet because it is \""Faster, cheaper, infinite undo,\"" they reject it and say \""You don't inherit a craft by switching to whatever's newest,\"" explicitly pushing back against novelty."", ""tradition"": ""They frame the painting as \""the same view Grand-mere painted in 1971, and Maman in 1994, and now me,\"" and say they are keeping \""the line of people who practiced it before me,\"" which directly honors inherited practice.""}",0,0,unanimous,5,false,0,0,0,0,0,-1,-1,strong,4,false,0,-1,-1,-1,-1,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,1,1,unanimous,5,false,1,1,1,1,1,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,"{""tradition"": ""They deliberately continue painting the same river view as \""Grand-mere\"" and \""Maman,\"" and reject the tablet because \""the materials matter\"" and inheritance means keeping \""your hands in the same medium.\""""}","{""stimulation"": ""When urged to try a tablet because it is \""Faster, cheaper, infinite undo,\"" they reject it and say \""You don't inherit a craft by switching to whatever's newest,\"" explicitly pushing back against novelty."", ""tradition"": ""They frame the painting as \""the same view Grand-mere painted in 1971, and Maman in 1994, and now me,\"" and say they are keeping \""the line of people who practiced it before me,\"" which directly honors inherited practice.""}","{""stimulation"": ""They reject the suggestion to try a tablet and say, \""You don't inherit a craft by switching to whatever's newest,\"" explicitly turning away from novelty."", ""tradition"": ""They root the work in continuity with \""Grand-mere\"" and \""Maman,\"" and say they are keeping \""the line of people who practiced it before me,\"" showing deliberate preservation of inherited practice.""}","{""stimulation"": ""When urged to try a tablet, they reject \""whatever's newest\"" and insist on \""keeping your hands in the same medium,\"" which pushes against novelty and experimentation."", ""tradition"": ""They frame the painting as part of a lineage: \""Grand-mere painted in 1971, and Maman in 1994, and now me,\"" and say they are keeping \""the line of people who practiced it before me.\""""}","{""stimulation"": ""She rejects the tablet because \""the materials matter\"" and says you do not keep a craft by switching to \""whatever's newest,\"" explicitly resisting novelty."", ""tradition"": ""She paints the same river view as her grandmother and mother and says she is keeping \""the line of people who practiced it before me,\"" grounding her work in inherited continuity.""}"
0a2fe15c__0,0a2fe15c,0,2025-12-01,2,10,0,"{""hedonism"": ""Their own comfort is repeatedly sacrificed: \""My own dinner went cold\"" and they stayed past shift despite being \""tired in my bones,\"" showing active self-denial rather than present enjoyment."", ""security"": ""They keep choosing work demands over personal stability, and even fear \""one day I will look up and find that Khalid has stopped waiting,\"" indicating their current behavior is straining rest and home security."", ""benevolence"": ""They stayed after a twelve-hour shift to explain things in Arabic, help with forms, and \""just sit with her while her son slept,\"" clearly prioritizing care for vulnerable people over their own needs.""}",0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,-1,-1,strong,4,false,0,-1,-1,-1,-1,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,1,1,unanimous,5,false,1,1,1,1,1,0,0,unanimous,5,false,0,0,0,0,0,"{""hedonism"": ""They let their \""own dinner go cold\"" and keep pushing through exhaustion, saying they are \""tired in my bones\"" because they keep putting others before rest or comfort."", ""benevolence"": ""They stayed past their shift to explain things in Arabic, help with forms, and sit with \""a terrified mother\"" because they \""cannot make myself walk away from them.\""""}","{""hedonism"": ""Their own comfort is repeatedly sacrificed: \""My own dinner went cold\"" and they stayed past shift despite being \""tired in my bones,\"" showing active self-denial rather than present enjoyment."", ""security"": ""They keep choosing work demands over personal stability, and even fear \""one day I will look up and find that Khalid has stopped waiting,\"" indicating their current behavior is straining rest and home security."", ""benevolence"": ""They stayed after a twelve-hour shift to explain things in Arabic, help with forms, and \""just sit with her while her son slept,\"" clearly prioritizing care for vulnerable people over their own needs.""}","{""hedonism"": ""Their \""dinner went cold,\"" they are \""tired in my bones,\"" and they keep sacrificing rest and comfort rather than protecting their own immediate wellbeing."", ""security"": ""They are \""afraid that one day I will look up and find that Khalid has stopped waiting,\"" showing that their choices are straining stability at home."", ""benevolence"": ""They stayed past their shift to explain care in Arabic, help with forms, and \""sit with her while her son slept,\"" prioritizing direct support for vulnerable people over their own time.""}","{""hedonism"": ""Their \""dinner went cold,\"" they are \""tired in my bones,\"" and they keep denying rest to keep caring for others, which clearly sacrifices present comfort and pleasure."", ""security"": ""They fear personal instability on two fronts: \""I am also afraid that one day I will look up and find that Khalid has stopped waiting\"" and they feel emptied out by carrying everyone else's worry."", ""benevolence"": ""They stayed past the shift to explain things in Arabic, help with forms, and \""just sit with her while her son slept,\"" putting a frightened family's needs ahead of their own.""}","{""hedonism"": ""She lets her \""dinner [go] cold,\"" stays late, and describes being \""tired in my bones,\"" consistently sacrificing comfort and rest in the moment."", ""security"": ""Her pattern of overextending herself is straining home life; she is \""afraid that one day I will look up and find that Khalid has stopped waiting,\"" showing instability in a close, important relationship."", ""benevolence"": ""She stays past her shift to explain things in Arabic, help with forms, and \""just sit with\"" a frightened mother, prioritizing care for vulnerable people right in front of her.""}"
0ad04582__1,0ad04582,1,2025-12-06,2,10,0,"{""security"": ""Their first response is to ask about \""salary,\"" \""housing,\"" and \""health insurance,\"" and the January move makes their \""chest get tight,\"" showing focus on safety and stability under uncertainty."", ""benevolence"": ""They know their daughter called wanting support, but \""could not quite find it in the moment\"" and withheld \""That I am proud. That she should go,\"" so they fail to give a close family member the reassurance she was seeking.""}",0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,1,1,unanimous,5,false,1,1,1,1,1,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,-1,-1,strong,4,false,1,-1,-1,-1,-1,0,0,unanimous,5,false,0,0,0,0,0,"{""security"": ""Her first response is to ask about \""salary,\"" \""housing,\"" and \""health insurance,\"" showing an immediate focus on whether the move will be safe and stable."", ""benevolence"": ""She wants to tell her daughter \""I am proud\"" and \""she should go\"" despite her own pain, showing care for her daughter's future over her own comfort.""}","{""security"": ""Their first response is to ask about \""salary,\"" \""housing,\"" and \""health insurance,\"" and the January move makes their \""chest get tight,\"" showing focus on safety and stability under uncertainty."", ""benevolence"": ""They know their daughter called wanting support, but \""could not quite find it in the moment\"" and withheld \""That I am proud. That she should go,\"" so they fail to give a close family member the reassurance she was seeking.""}","{""security"": ""Their first response is to ask about \""salary,\"" \""housing,\"" and \""health insurance,\"" and they admit their \""chest got tight\"" at the move, showing a focus on safety and stability."", ""benevolence"": ""They know Yuwen wanted reassurance, but \""I could not quite find it in the moment,\"" withholding the support a close family member was seeking.""}","{""security"": ""Their first response is to ask about \""salary,\"" \""housing,\"" and \""health insurance,\"" and they are shaken by the January move because distance and change feel threatening."", ""benevolence"": ""They know their daughter wanted reassurance, but say \""I could not quite find it in the moment\"" because they were focused on their own loneliness, so they failed to offer needed emotional support.""}","{""security"": ""Her first response is to ask about \""salary,\"" \""housing,\"" and \""health insurance,\"" and she admits her \""chest got tight\"" at the January start date, showing a strong focus on safety and stability amid change."", ""benevolence"": ""Her daughter called wanting reassurance, but she \""could not quite find it in the moment\"" and withheld the warmth she meant to give because she was preoccupied with her own loss.""}"
0d272008__2,0d272008,2,2025-12-09,2,10,0,"{""self_direction"": ""They reject the client because the bureaucracy made them feel suffocated and say, \""I started this company so I'd never have to sit in another meeting\"" like that, asserting autonomy over steady income."", ""security"": ""They walk away from \""steady\"" money and a long-running contract because stability feels intolerable, willingly giving up predictability for freedom.""}",1,1,unanimous,5,false,1,1,1,1,1,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1,0,0,strong,4,false,-1,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,"{""self_direction"": ""He refuses to renew the contract because he started the company so he'd \""never have to sit in another meeting\"" like this again, prioritizing autonomy over the steady client."", ""security"": ""He walks away from money that \""was steady\"" because the bureaucracy was suffocating, choosing uncertainty over predictability."", ""conformity"": ""He rejects the client's approval committees and says \""Not going back to that. Not for any client,\"" showing open resistance to imposed procedures and expectations.""}","{""self_direction"": ""They reject the client because the bureaucracy made them feel suffocated and say, \""I started this company so I'd never have to sit in another meeting\"" like that, asserting autonomy over steady income."", ""security"": ""They walk away from \""steady\"" money and a long-running contract because stability feels intolerable, willingly giving up predictability for freedom.""}","{""self_direction"": ""They refuse to renew a lucrative contract because they are \""done\"" with approval committees and say, \""I started this company so I'd never have to sit in another meeting\"" like that."", ""security"": ""They walk away from \""steady\"" money and a longstanding client relationship, choosing autonomy over predictability and protection.""}","{""self_direction"": ""They end a lucrative contract because they are \""done\"" with approval committees and say, \""I started this company so I'd never have to sit in another meeting\"" like that, prioritizing autonomy over compliance."", ""security"": ""They acknowledge \""the money was steady\"" and are accused of \""burning bridges,\"" but leave anyway, choosing freedom over financial and relational stability.""}","{""self_direction"": ""He ends a lucrative contract because they are \""done\"" with approval committees and say, \""I started this company so I'd never have to sit in another meeting\"" like that, prioritizing autonomy over compliance."", ""security"": ""They acknowledge \""the money was steady\"" and are accused of \""burning bridges,\"" but leave anyway, choosing freedom over financial and relational stability.""}"
0d272008__5,0d272008,5,2025-12-19,2,10,0,"{""self_direction"": ""They emphasize \""I control the timeline\"" and \""nobody handed it to me or approved it for me,\"" showing strong satisfaction in directing their own work and life."", ""hedonism"": ""The day includes a long walk, Thai food, smiling for no specific reason, and working until midnight \""because I wanted to,\"" showing active enjoyment and chosen pleasure in the present.""}",1,1,unanimous,5,false,1,1,1,1,1,0,0,unanimous,5,false,0,0,0,0,0,1,1,unanimous,5,false,1,1,1,1,1,0,0,bare_majority,3,false,1,0,0,1,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,"{""self_direction"": ""He emphasizes \""I control the timeline\"" and that nobody \""handed it to me or approved it for me,\"" framing the day around independence and self-authorship."", ""hedonism"": ""The day includes a long walk, Thai food, and the pleasure of working until midnight \""because I wanted to,\"" showing active enjoyment of how he spends his time."", ""achievement"": ""He notes \""solid progress,\"" finishing the database schema and getting sign-off on prototype wireframes, which shows concrete accomplishment and successful performance.""}","{""self_direction"": ""They emphasize \""I control the timeline\"" and \""nobody handed it to me or approved it for me,\"" showing strong satisfaction in directing their own work and life."", ""hedonism"": ""The day includes a long walk, Thai food, smiling for no specific reason, and working until midnight \""because I wanted to,\"" showing active enjoyment and chosen pleasure in the present.""}","{""self_direction"": ""They emphasize \""I control the timeline\"" and \""nobody handed it to me or approved it for me,\"" framing the whole day around self-authored work and freedom from outside control."", ""hedonism"": ""They take pleasure in the day itself, from \""found myself actually smiling\"" to ordering Thai food and working late \""because I wanted to,\"" showing enjoyment chosen for its own sake.""}","{""self_direction"": ""They celebrate that \""I control the timeline\"" and \""nobody handed it to me or approved it for me,\"" which directly affirms living on self-authored terms."", ""hedonism"": ""The long walk, ordering Thai food, and working \""because I wanted to\"" show active enjoyment and choosing what feels good in the present."", ""achievement"": ""They report concrete accomplishment: \""Finished the database schema and got their sign-off on the first prototype wireframes,\"" demonstrating successful, competent performance.""}","{""self_direction"": ""They emphasize \""I control the timeline\"" and that nobody \""handed it to me or approved it for me,\"" clearly valuing a self-authored way of working and living."", ""hedonism"": ""They take a long walk, order Thai food, notice themselves \""actually smiling,\"" and work until midnight \""because I wanted to,\"" highlighting enjoyment and chosen pleasure in the present.""}"
0d42f985__3,0d42f985,3,2025-08-25,1,10,0,"{""hedonism"": ""He \""pulled two all-nighters\"" and says his \""body is wrecked,\"" showing self-denial and disregard for present comfort."", ""achievement"": ""He drove himself to \""get the chapter revision done\"" and submitted it at \""4am,\"" showing strong effort toward academic success."", ""benevolence"": ""He \""snapped\"" at Dina when she was checking on him and then admits he'd been \""neglecting everything that wasn't the dissertation,\"" which harmed a close relationship.""}",0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1,1,1,unanimous,5,false,1,1,1,1,1,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1,0,0,unanimous,5,false,0,0,0,0,0,"{""hedonism"": ""He \""pulled two all-nighters\"" and says his \""body is wrecked,\"" showing self-denial and disregard for present comfort."", ""achievement"": ""He drove himself to \""get the chapter revision done\"" and submitted it at \""4am,\"" showing strong effort toward academic success."", ""benevolence"": ""He \""snapped\"" at Dina when she was checking on him and then admits he'd been \""neglecting everything that wasn't the dissertation,\"" which harmed a close relationship.""}","{""hedonism"": ""He \""pulled two all-nighters\"" and says his \""body is wrecked,\"" showing he sacrificed rest and present wellbeing for work."", ""achievement"": ""He pushed through exhaustion to get the chapter revision done and \""submitted it at 4am,\"" showing strong commitment to completing a demanding goal."", ""benevolence"": ""He \""snapped\"" at Dina when she was checking on him and admits he had been \""neglecting everything that wasn't the dissertation,\"" which undercuts care for someone close to him.""}","{""hedonism"": ""He \""pulled two all-nighters,\"" submitted at \""4am,\"" and said his \""body is wrecked,\"" showing present comfort and wellbeing were overridden."", ""achievement"": ""He pushed through extreme hours to finish the \""chapter revision\"" and get it submitted, showing strong effort toward an important performance goal."", ""benevolence"": ""He \""snapped\"" at Dina when she was checking on him and admits he had been \""neglecting everything that wasn't the dissertation,\"" showing close relationships were sidelined.""}","{""hedonism"": ""He \""pulled two all-nighters\"" until \""4am\"" and says his \""body is wrecked,\"" showing clear self-denial and present discomfort rather than enjoyment."", ""achievement"": ""He drove himself through two all-nighters to get the chapter revision submitted, prioritizing completion of a demanding academic goal."", ""benevolence"": ""He \""snapped\"" at Dina when she was trying to care for him and admits he had been \""neglecting everything that wasn't the dissertation,\"" which undercut care for someone close to him.""}","{""hedonism"": ""\""Pulled two all-nighters\"" and said their \""body is wrecked,\"" showing they sacrificed rest and present comfort to get the revision done."", ""achievement"": ""Finishing the chapter revision by \""4am\"" after two all-nighters shows a strong push to meet a demanding academic standard."", ""benevolence"": ""They \""snapped at\"" Dina when she was caring for them and admitted they had been \""neglecting everything that wasn't the dissertation,\"" letting the work override care for someone close.""}"
0e9a45e9__0,0e9a45e9,0,2025-12-01,1,10,0,"{""self_direction"": ""He is drawn to the \""completely hands-off\"" option and says being \""boxed in\"" means he is \""about to betray something important\"" about how he wants to live, prioritizing autonomy over outside control."", ""security"": ""He is resisting the investor with \""more capital\"" because oversight makes his \""chest tighten,\"" showing he is willing to give up a safer, better-funded option to preserve independence.""}",1,1,unanimous,5,false,1,1,1,1,1,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,"{""self_direction"": ""He is drawn to the \""completely hands-off\"" option and says being \""boxed in\"" means he is \""about to betray something important\"" about how he wants to live, prioritizing autonomy over outside control."", ""security"": ""He is resisting the investor with \""more capital\"" because oversight makes his \""chest tighten,\"" showing he is willing to give up a safer, better-funded option to preserve independence.""}","{""self_direction"": ""He leans toward the smaller hands-off offer because being answerable to investors feels like being \""boxed in,\"" and says that feeling tells him he is \""about to betray something important about how I want to live.\"""", ""security"": ""He is willing to reject the larger, more financially secure offer because preserving autonomy matters more than the safer option with more capital.""}","{""self_direction"": ""He prefers the \""completely hands-off\"" investor and says the chest-tightening is his \""compass\"" when he is about to \""betray something important about how I want to live,\"" showing a clear choice for autonomy."", ""security"": ""He is seriously considering rejecting the larger, safer capital option because oversight makes him feel \""boxed in,\"" prioritizing freedom over stability and protection.""}","{""self_direction"": ""He is drawn to the smaller investor because the larger one would mean others \""dictating my calendar,\"" and he calls that boxed-in feeling his \""compass\"" for how he wants to live."", ""security"": ""He is leaning away from the option with \""more capital\"" because it would limit his autonomy, accepting less financial cushion and predictability in order to stay independent.""}","{""self_direction"": ""They are pulled toward the option that is \""completely hands-off\"" and describe the feeling of being \""boxed in\"" as a sign they are betraying \""how I want to live,\"" which centers autonomy."", ""security"": ""They resist the offer with \""more capital\"" because the oversight feels constraining, leaning away from the safer, better-protected option in favor of uncertainty.""}"
0e9a45e9__1,0e9a45e9,1,2025-12-10,1,10,0,"{""hedonism"": ""After signing the papers, he \""celebrated with Layla at that new Persian restaurant\"" and says it \""felt right,\"" emphasizing present enjoyment and pleasure.""}",1,0,bare_majority,3,true,0,0,1,1,0,0,0,unanimous,5,false,0,0,0,0,0,1,1,unanimous,5,false,1,1,1,1,1,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,"{""hedonism"": ""After signing the papers, he \""celebrated with Layla at that new Persian restaurant\"" and says it \""felt right,\"" emphasizing present enjoyment and pleasure.""}","{""hedonism"": ""He \""celebrated with Layla at that new Persian restaurant near the Marina,\"" deliberately marking the moment with a pleasurable experience.""}","{""self_direction"": ""He \""took the smaller investment\"" after explicitly weighing autonomy against outside control, following the option that preserves how he wants to run his life and company."", ""hedonism"": ""He \""celebrated with Layla at that new Persian restaurant\"" and says it \""felt right,\"" showing a clear move toward enjoyment in the moment.""}","{""self_direction"": ""He followed through on taking \""the smaller investment,\"" continuing the choice that preserves a hands-off arrangement on his own terms."", ""hedonism"": ""After signing, he \""celebrated with Layla at that new Persian restaurant\"" and says it \""felt right,\"" emphasizing enjoyment and immediate pleasure.""}","{""hedonism"": ""\""Celebrated with Layla at that new Persian restaurant near the Marina\"" shows an intentional move toward a pleasurable, enjoyable experience in the present.""}"
110fcd4f__1,110fcd4f,1,2025-06-25,1,10,0,"{""self_direction"": ""He rejected the placement because he wants to be \""building something from scratch\"" and insists \""My project, my call,\"" clearly prioritizing authorship over external direction."", ""security"": ""He turned down a placement whose name on his CV \""would open doors,\"" choosing a less secure path over a safer prestige boost."", ""conformity"": ""He resists family and social pressure to take the prestigious option, saying he does not need to justify his choice and will avoid the expected argument until he has results.""}",1,1,unanimous,5,false,1,1,1,1,1,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,-1,0,bare_majority,3,true,0,0,0,-1,-1,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1,-1,0,unanimous,5,true,0,0,0,0,0,-1,0,unanimous,5,true,0,0,0,0,0,0,0,unanimous,5,false,0,0,0,0,0,"{""self_direction"": ""He rejected the placement because he wants to be \""building something from scratch\"" and insists \""My project, my call,\"" clearly prioritizing authorship over external direction."", ""security"": ""He turned down a placement whose name on his CV \""would open doors,\"" choosing a less secure path over a safer prestige boost."", ""conformity"": ""He resists family and social pressure to take the prestigious option, saying he does not need to justify his choice and will avoid the expected argument until he has results.""}","{""self_direction"": ""He rejects Professor Hecht's placement because he wants to be \""building something from scratch\"" and insists \""My project, my call,\"" clearly prioritizing autonomy."", ""security"": ""He admits his mother is \""not wrong\"" that the placement \""would open doors,\"" but still turns down that safer credential path for a riskier independent route."", ""conformity"": ""He resists external expectations, saying he does not owe people an explanation and avoiding the family conversation because he knows they will pressure him toward the conventional choice.""}","{""self_direction"": ""He rejects Professor Hecht's placement because he does not want to spend \""two years on work that doesn't feel like mine,\"" and insists \""My project, my call.\"""", ""security"": ""He turns down a placement his mother says would \""open doors\"" in order to build something uncertain from scratch, giving up a more secure path."", ""conformity"": ""He refuses the path others expect, saying he does not owe people an explanation and delaying telling his family because he knows they will pressure him toward the conventional choice.""}","{""self_direction"": ""He rejects Professor Hecht's placement because he wants to be \""building something from scratch\"" and insists, \""My project, my call.\"""", ""power"": ""He dismisses the prestige of \""Professor Hecht's name on my CV\"" and the status it would bring, choosing personal ownership over advancement through association."", ""security"": ""He turns down a path his mother says would \""open doors\"" and delays telling his family until he has results, giving up a safer, more established option."", ""conformity"": ""He resists pressure from \""people\"" and from his family about the respectable choice, refusing to follow the expected path just because others approve of it.""}","{""self_direction"": ""\""My project, my call\"" and refusing the placement because the work \""doesn't feel like mine\"" show a clear insistence on choosing an independent path."", ""power"": ""They dismiss the prestige of \""Professor Hecht's name on my CV\"" and refuse to organize the decision around status or influence."", ""security"": ""Turning down a placement that would \""open doors\"" rejects a more stable, career-protective route in favor of a riskier one."", ""conformity"": ""They push back against what \""people keep asking\"" and delay telling family because they do not want to submit to the expected prestigious path.""}"
